2,330833.33 
4,26858333.33 
6,445833333.30 
9,1947500000.00 
12,3950833333.00 
18,4041666667.00 
24,3050000000.00 
30,3430806458.00 
32,2738768542.00 
34,2820642083.00 
36,2076969740.00 
39,1792154583.00 
42,2212548281.00 
45,1370780417.00 
47,977532005.20 
49,831272656.30 
51,640100351.60 
54,1128973438.00 
57,734329791.70 
60,738017994.80 
