2,55885.80526
4,133468.4265
6,170266.154
9,276296.7529
12,189891.2516
18,336096.7204
24,60644.61975
30,265482.8613
32,252729.1911
34,289727.6774
36,199134.9325
39,333605.0252
42,533397.0052
48,406943.3675
54,660040.153
60,432868.0908
