2,330833.33 
4,26858333.33 
6,445833333.30 
9,1947500000.00 
12,3950833333.00 
18,4041666667.00 
24,3050000000.00 
30,3430806458.00 
32,2118066719.00 
34,2568757292.00 
36,1498993568.00 
39,1327820495.00 
42,1483735260.00 
45,638606992.20 
47,633164192.70 
49,547342343.80 
51,860394270.80 
54,745697682.30 
57,585232617.20 
60,524441549.50 
