2,65968.64 
4,312184.19 
6,5371690.23 
9,33923725.00 
12,85874416.67 
18,158406441.70 
24,162969900.00 
30,147666666.70 
32,105416666.70 
34,80833333.33 
36,85750000.00 
39,82000000.00 
42,70833333.33 
48,56166666.67 
54,39583333.33 
60,33916666.67 
