3,8.526429411952896e6,1.0384617197387143
6,1.513321196115211e8,1.0236409919724423
9,1.841962223168619e8,1.0616806547512758
11,5.24327417604689e8,1.085218755670955
13,3.6524881281389165e8,1.0325945392404992
15,1.2574700066530638e9,1.028641135906907
18,7.558272124531323e8,1.1106488084159605
20,6.363375756128453e8,1.0309173245548773
22,6.048641933838162e8,1.0520306383849478
24,6.96360149740715e8,1.1270644021679497
27,5.647869456743637e8,1.104126247159265
30,8.30966529137601e8,1.034064676632824
36,8.082405099605453e8,1.0223711199733356
42,6.633835101849042e8,1.0911119317850662
48,7.705794376495463e8,1.2908737307212577
54,1.2623391861335187e9,1.026700964486426
60,1.5016803018988469e9,1.141909841711174
66,1.4424446292584443e9,1.0053315706155206
