0,85765.19847848262,1.2111131092029361
3,790959.9669477511,1.0646695494146428
6,1.711400032891475e7,1.029902160032334
9,4.195623169001794e7,1.2783698017985825
11,4.894028205838738e7,1.1916924201754242
13,5.773486252048465e7,1.0415521290448184
15,3.2636226910860788e7,1.1231873589689314
18,2.6611765571395002e7,1.1218414361525721
20,2.1195270474238154e7,1.1055795374700002
22,1.281961028882937e7,1.0763133374613227
24,1.0552182433753958e7,1.085239593435337
27,1.2115969656344902e7,1.0716669194959434
30,8.932282520874877e6,1.1094394942538108
36,6.582715854412235e6,1.1610428785700946
48,2.9916294029837404e6,1.211490221234179
