2,65968.64217,4995.120932
4,312184.1878,53231.45951
6,5.371690234e6,1.005942928e6
9,33923725,3.249137515e6
12,8.587441667e7,4.660947655e6
18,1.584064417e8,1.992084644e7
24,162969900,2.744496631e7
30,164000000,1.870368748e7
32,9.938796667e7,5.01543806e6
34,1.037565542e8,6.124891171e6
36,8.79255375e7,1.030851387e7
39,7.805152708e7,4.450027796e6
42,8.016666667e7,4.932882862e6
45,4.453333333e7,2.135394187e7
47,36000000,2.179449472e6
49,2.966666667e7,803637.5634
51,56000000,7.01338007e6
54,3.433333333e7,4.63905522e6
57,3.816666667e7,1.258305739e6
60,29750000,3.774917218e6
