3,8.526429411952896e6,1.0384617197387143
6,1.513321196115211e8,1.0236409919724423
9,1.841962223168619e8,1.0616806547512758
11,3.2785642805608416e8,1.0429764179686434
13,2.039085662586988e8,1.0359126655789053
15,2.6004141825631145e8,1.180192694529887
18,1.5751747156908518e8,1.1407273571272412
20,7.32897609242756e7,1.1641103003472035
22,4.8908053544512e7,1.0101922863663275
24,4.565092890674699e7,1.0054084755703672
27,4.453614066533194e7,1.0597262739593847
30,4.410548478666584e7,1.0645559704837206
36,3.383579219154171e7,1.035297995143765
42,2.782161503306381e7,1.0670590388952481
48,2.6205740310291655e7,1.056882845918569
